category,parameter_name,value,unit,description
nutrient_mobility,remobilization_efficiency_phosphorus,0.6,dimensionless,Remobilization efficiency for phosphorus
nutrient_mobility,deficiency_mobility_phosphorus,low,string,Deficiency mobility for phosphorus
nutrient_mobility,retranslocation_rate_phosphorus,0.02,g_g_day,Retranslocation rate for phosphorus
nutrient_mobility,xylem_transport_rates_phosphorus,0.08,g_g_day,Xylem transport rate for phosphorus
# Nutrient Mobility Classifications - N-NH4 (specific form)
nutrient_mobility,mobility_classifications_n_nh4_mobility,highly_mobile,string,Mobility classification for N-NH4
nutrient_mobility,mobility_classifications_n_nh4_transport,bidirectional,string,Transport classification for N-NH4
nutrient_mobility,mobility_classifications_n_nh4_remobilization_efficiency,0.8,dimensionless,Remobilization efficiency for N-NH4
nutrient_mobility,mobility_classifications_n_nh4_deficiency_mobility,very_high,string,Deficiency mobility for N-NH4
nutrient_mobility,mobility_classifications_n_nh4_retranslocation_rate,0.05,g_g_day,Retranslocation rate for N-NH4
nutrient_mobility,xylem_transport_rates_n_nh4,0.15,g_g_day,Xylem transport rate for N-NH4
# Nutrient Mobility Classifications - P-PO4 (specific form)
nutrient_mobility,mobility_classifications_p_po4_mobility,immobile,string,Mobility classification for P-PO4
nutrient_mobility,mobility_classifications_p_po4_transport,phloem_only,string,Transport classification for P-PO4
nutrient_mobility,remobilization_efficiency_p_po4,0.6,dimensionless,Remobilization efficiency for P-PO4
nutrient_mobility,deficiency_mobility_p_po4,low,string,Deficiency mobility for P-PO4
nutrient_mobility,retranslocation_rate_p_po4,0.02,g_g_day,Retranslocation rate for P-PO4
nutrient_mobility,xylem_transport_rates_p_po4,0.08,g_g_day,Xylem transport rate for P-PO4

# Nutrient Mobility Classifications - Potassium
nutrient_mobility,mobility_classifications_potassium_mobility,highly_mobile,string,Mobility classification for potassium
nutrient_mobility,mobility_classifications_potassium_transport,bidirectional,string,Transport classification for potassium
nutrient_mobility,remobilization_efficiency_potassium,0.7,dimensionless,Remobilization efficiency for potassium
nutrient_mobility,deficiency_mobility_potassium,very_high,string,Deficiency mobility for potassium
nutrient_mobility,retranslocation_rate_potassium,0.04,g_g_day,Retranslocation rate for potassium
nutrient_mobility,xylem_transport_rates_potassium,0.12,g_g_day,Xylem transport rate for potassium
# Nutrient Mobility Classifications - K (specific form)
nutrient_mobility,mobility_classifications_k_mobility,highly_mobile,string,Mobility classification for K
nutrient_mobility,mobility_classifications_k_transport,bidirectional,string,Transport classification for K
nutrient_mobility,remobilization_efficiency_k,0.7,dimensionless,Remobilization efficiency for K
nutrient_mobility,deficiency_mobility_k,very_high,string,Deficiency mobility for K
nutrient_mobility,retranslocation_rate_k,0.04,g_g_day,Retranslocation rate for K
nutrient_mobility,xylem_transport_rates_k,0.12,g_g_day,Xylem transport rate for K

# Nutrient Mobility Classifications - Calcium
nutrient_mobility,mobility_classifications_calcium_mobility,immobile,string,Mobility classification for calcium
nutrient_mobility,mobility_classifications_calcium_transport,xylem_only,string,Transport classification for calcium
nutrient_mobility,remobilization_efficiency_calcium,0.1,dimensionless,Remobilization efficiency for calcium
nutrient_mobility,deficiency_mobility_calcium,very_low,string,Deficiency mobility for calcium
nutrient_mobility,retranslocation_rate_calcium,0.001,g_g_day,Retranslocation rate for calcium
nutrient_mobility,xylem_transport_rates_calcium,0.06,g_g_day,Xylem transport rate for calcium
# Nutrient Mobility Classifications - Ca (specific form)
nutrient_mobility,mobility_classifications_ca_mobility,immobile,string,Mobility classification for Ca
nutrient_mobility,mobility_classifications_ca_transport,xylem_only,string,Transport classification for Ca
nutrient_mobility,remobilization_efficiency_ca,0.1,dimensionless,Remobilization efficiency for Ca
nutrient_mobility,deficiency_mobility_ca,very_low,string,Deficiency mobility for Ca
nutrient_mobility,retranslocation_rate_ca,0.001,g_g_day,Retranslocation rate for Ca
nutrient_mobility,xylem_transport_rates_ca,0.06,g_g_day,Xylem transport rate for Ca

# Nutrient Mobility Classifications - Magnesium
nutrient_mobility,mobility_classifications_magnesium_mobility,moderately_mobile,string,Mobility classification for magnesium
nutrient_mobility,mobility_classifications_magnesium_transport,bidirectional,string,Transport classification for magnesium
nutrient_mobility,remobilization_efficiency_magnesium,0.5,dimensionless,Remobilization efficiency for magnesium
nutrient_mobility,deficiency_mobility_magnesium,high,string,Deficiency mobility for magnesium
nutrient_mobility,retranslocation_rate_magnesium,0.02,g_g_day,Retranslocation rate for magnesium
nutrient_mobility,xylem_transport_rates_magnesium,0.08,g_g_day,Xylem transport rate for magnesium

# Nutrient Mobility Classifications - Sulfur
nutrient_mobility,mobility_classifications_sulfur_mobility,moderately_mobile,string,Mobility classification for sulfur
nutrient_mobility,mobility_classifications_sulfur_transport,bidirectional,string,Transport classification for sulfur
nutrient_mobility,remobilization_efficiency_sulfur,0.4,dimensionless,Remobilization efficiency for sulfur
nutrient_mobility,deficiency_mobility_sulfur,high,string,Deficiency mobility for sulfur
nutrient_mobility,retranslocation_rate_sulfur,0.015,g_g_day,Retranslocation rate for sulfur
nutrient_mobility,xylem_transport_rates_sulfur,0.07,g_g_day,Xylem transport rate for sulfur

# Nutrient Mobility Classifications - Iron
nutrient_mobility,mobility_classifications_iron_mobility,immobile,string,Mobility classification for iron
nutrient_mobility,mobility_classifications_iron_transport,xylem_only,string,Transport classification for iron
nutrient_mobility,remobilization_efficiency_iron,0.2,dimensionless,Remobilization efficiency for iron
nutrient_mobility,deficiency_mobility_iron,very_low,string,Deficiency mobility for iron
nutrient_mobility,retranslocation_rate_iron,0.005,g_g_day,Retranslocation rate for iron
nutrient_mobility,xylem_transport_rates_iron,0.03,g_g_day,Xylem transport rate for iron

# Nutrient Mobility Classifications - Manganese
nutrient_mobility,mobility_classifications_manganese_mobility,immobile,string,Mobility classification for manganese
nutrient_mobility,mobility_classifications_manganese_transport,xylem_only,string,Transport classification for manganese
nutrient_mobility,remobilization_efficiency_manganese,0.15,dimensionless,Remobilization efficiency for manganese
nutrient_mobility,deficiency_mobility_manganese,very_low,string,Deficiency mobility for manganese
nutrient_mobility,retranslocation_rate_manganese,0.003,g_g_day,Retranslocation rate for manganese
nutrient_mobility,xylem_transport_rates_manganese,0.025,g_g_day,Xylem transport rate for manganese

# Nutrient Mobility Classifications - Zinc
nutrient_mobility,mobility_classifications_zinc_mobility,immobile,string,Mobility classification for zinc
nutrient_mobility,mobility_classifications_zinc_transport,xylem_only,string,Transport classification for zinc
nutrient_mobility,remobilization_efficiency_zinc,0.3,dimensionless,Remobilization efficiency for zinc
nutrient_mobility,deficiency_mobility_zinc,very_low,string,Deficiency mobility for zinc
nutrient_mobility,retranslocation_rate_zinc,0.008,g_g_day,Retranslocation rate for zinc
nutrient_mobility,xylem_transport_rates_zinc,0.04,g_g_day,Xylem transport rate for zinc

# Nutrient Mobility Classifications - Copper
nutrient_mobility,mobility_classifications_copper_mobility,immobile,string,Mobility classification for copper
nutrient_mobility,mobility_classifications_copper_transport,xylem_only,string,Transport classification for copper
nutrient_mobility,remobilization_efficiency_copper,0.25,dimensionless,Remobilization efficiency for copper
nutrient_mobility,deficiency_mobility_copper,very_low,string,Deficiency mobility for copper
nutrient_mobility,retranslocation_rate_copper,0.006,g_g_day,Retranslocation rate for copper
nutrient_mobility,xylem_transport_rates_copper,0.035,g_g_day,Xylem transport rate for copper

# Nutrient Mobility Classifications - Boron
nutrient_mobility,mobility_classifications_boron_mobility,immobile,string,Mobility classification for boron
nutrient_mobility,mobility_classifications_boron_transport,xylem_only,string,Transport classification for boron
nutrient_mobility,remobilization_efficiency_boron,0.1,dimensionless,Remobilization efficiency for boron
nutrient_mobility,deficiency_mobility_boron,very_low,string,Deficiency mobility for boron
nutrient_mobility,retranslocation_rate_boron,0.002,g_g_day,Retranslocation rate for boron
nutrient_mobility,xylem_transport_rates_boron,0.02,g_g_day,Xylem transport rate for boron

# Nutrient Mobility Classifications - Molybdenum
nutrient_mobility,mobility_classifications_molybdenum_mobility,moderately_mobile,string,Mobility classification for molybdenum
nutrient_mobility,mobility_classifications_molybdenum_transport,bidirectional,string,Transport classification for molybdenum
nutrient_mobility,remobilization_efficiency_molybdenum,0.6,dimensionless,Remobilization efficiency for molybdenum
nutrient_mobility,deficiency_mobility_molybdenum,high,string,Deficiency mobility for molybdenum
nutrient_mobility,retranslocation_rate_molybdenum,0.01,g_g_day,Retranslocation rate for molybdenum
nutrient_mobility,xylem_transport_rates_molybdenum,0.05,g_g_day,Xylem transport rate for molybdenum

# Phloem Transport Rates
phloem_transport,phloem_transport_rates_nitrogen,0.12,g_g_day,Phloem transport rate for nitrogen
phloem_transport,phloem_transport_rates_phosphorus,0.06,g_g_day,Phloem transport rate for phosphorus
phloem_transport,phloem_transport_rates_potassium,0.10,g_g_day,Phloem transport rate for potassium
phloem_transport,phloem_transport_rates_calcium,0.02,g_g_day,Phloem transport rate for calcium
phloem_transport,phloem_transport_rates_magnesium,0.06,g_g_day,Phloem transport rate for magnesium
phloem_transport,phloem_transport_rates_sulfur,0.05,g_g_day,Phloem transport rate for sulfur
phloem_transport,phloem_transport_rates_iron,0.02,g_g_day,Phloem transport rate for iron
phloem_transport,phloem_transport_rates_manganese,0.015,g_g_day,Phloem transport rate for manganese
phloem_transport,phloem_transport_rates_zinc,0.03,g_g_day,Phloem transport rate for zinc
phloem_transport,phloem_transport_rates_copper,0.025,g_g_day,Phloem transport rate for copper
phloem_transport,phloem_transport_rates_boron,0.01,g_g_day,Phloem transport rate for boron
phloem_transport,phloem_transport_rates_molybdenum,0.04,g_g_day,Phloem transport rate for molybdenum

# Buffering Capacities
buffering,buffering_capacities_leaves_nitrogen,0.8,dimensionless,Buffering capacity for nitrogen in leaves
buffering,buffering_capacities_leaves_phosphorus,0.6,dimensionless,Buffering capacity for phosphorus in leaves
buffering,buffering_capacities_leaves_potassium,0.7,dimensionless,Buffering capacity for potassium in leaves
buffering,buffering_capacities_stems_nitrogen,0.5,dimensionless,Buffering capacity for nitrogen in stems
buffering,buffering_capacities_stems_phosphorus,0.4,dimensionless,Buffering capacity for phosphorus in stems
buffering,buffering_capacities_stems_potassium,0.6,dimensionless,Buffering capacity for potassium in stems
buffering,buffering_capacities_roots_nitrogen,0.6,dimensionless,Buffering capacity for nitrogen in roots
buffering,buffering_capacities_roots_phosphorus,0.7,dimensionless,Buffering capacity for phosphorus in roots
buffering,buffering_capacities_roots_potassium,0.8,dimensionless,Buffering capacity for potassium in roots

# Storage Pool Sizes
storage,storage_pool_sizes_leaves_nitrogen,0.15,g_g_dry_mass,Storage pool size for nitrogen in leaves
storage,storage_pool_sizes_leaves_phosphorus,0.05,g_g_dry_mass,Storage pool size for phosphorus in leaves
storage,storage_pool_sizes_leaves_potassium,0.10,g_g_dry_mass,Storage pool size for potassium in leaves
storage,storage_pool_sizes_stems_nitrogen,0.10,g_g_dry_mass,Storage pool size for nitrogen in stems
storage,storage_pool_sizes_stems_phosphorus,0.03,g_g_dry_mass,Storage pool size for phosphorus in stems
storage,storage_pool_sizes_stems_potassium,0.08,g_g_dry_mass,Storage pool size for potassium in stems
storage,storage_pool_sizes_roots_nitrogen,0.12,g_g_dry_mass,Storage pool size for nitrogen in roots
storage,storage_pool_sizes_roots_phosphorus,0.06,g_g_dry_mass,Storage pool size for phosphorus in roots
storage,storage_pool_sizes_roots_potassium,0.12,g_g_dry_mass,Storage pool size for potassium in roots

# Redistribution Parameters
redistribution,redistribution_thresholds_nitrogen,0.7,dimensionless,Redistribution threshold for nitrogen
redistribution,redistribution_thresholds_phosphorus,0.8,dimensionless,Redistribution threshold for phosphorus
redistribution,redistribution_thresholds_potassium,0.75,dimensionless,Redistribution threshold for potassium
redistribution,redistribution_thresholds_calcium,0.6,dimensionless,Redistribution threshold for calcium
redistribution,redistribution_thresholds_magnesium,0.65,dimensionless,Redistribution threshold for magnesium
redistribution,redistribution_thresholds_sulfur,0.7,dimensionless,Redistribution threshold for sulfur
redistribution,stress_redistribution_rates_nitrogen,0.3,g_g_day,Stress redistribution rate for nitrogen
redistribution,stress_redistribution_rates_phosphorus,0.2,g_g_day,Stress redistribution rate for phosphorus
redistribution,stress_redistribution_rates_potassium,0.25,g_g_day,Stress redistribution rate for potassium
redistribution,stress_redistribution_rates_calcium,0.1,g_g_day,Stress redistribution rate for calcium
redistribution,stress_redistribution_rates_magnesium,0.15,g_g_day,Stress redistribution rate for magnesium
redistribution,stress_redistribution_rates_sulfur,0.2,g_g_day,Stress redistribution rate for sulfur

# Sink Strength Coefficients
sink_strength,sink_strength_coefficients_vegetative_leaves,0.6,dimensionless,Sink strength coefficient for leaves in vegetative stage
sink_strength,sink_strength_coefficients_vegetative_stems,0.3,dimensionless,Sink strength coefficient for stems in vegetative stage
sink_strength,sink_strength_coefficients_vegetative_roots,0.4,dimensionless,Sink strength coefficient for roots in vegetative stage
sink_strength,sink_strength_coefficients_reproductive_leaves,0.4,dimensionless,Sink strength coefficient for leaves in reproductive stage
sink_strength,sink_strength_coefficients_reproductive_stems,0.2,dimensionless,Sink strength coefficient for stems in reproductive stage
sink_strength,sink_strength_coefficients_reproductive_roots,0.3,dimensionless,Sink strength coefficient for roots in reproductive stage
sink_strength,sink_strength_coefficients_reproductive_reproductive,0.8,dimensionless,Sink strength coefficient for reproductive organs
sink_strength,sink_strength_coefficients_senescence_leaves,0.1,dimensionless,Sink strength coefficient for leaves in senescence stage
sink_strength,sink_strength_coefficients_senescence_stems,0.2,dimensionless,Sink strength coefficient for stems in senescence stage
sink_strength,sink_strength_coefficients_senescence_roots,0.3,dimensionless,Sink strength coefficient for roots in senescence stage

# Additional Nutrient Parameters
nutrient_system,nutrient_mobility,highly_mobile,string,Nutrient mobility classification
# Additional mobility parameters for specific nutrient forms
nutrient_mobility,mobility_classifications_mg_mobility,moderately_mobile,string,Mobility classification for Mg
nutrient_mobility,mobility_classifications_mg_transport,bidirectional,string,Transport classification for Mg
nutrient_mobility,remobilization_efficiency_mg,0.5,dimensionless,Remobilization efficiency for Mg
nutrient_mobility,deficiency_mobility_mg,high,string,Deficiency mobility for Mg
nutrient_mobility,retranslocation_rate_mg,0.02,g_g_day,Retranslocation rate for Mg
nutrient_mobility,xylem_transport_rates_mg,0.08,g_g_day,Xylem transport rate for Mg
nutrient_mobility,mobility_classifications_s_so4_mobility,moderately_mobile,string,Mobility classification for S-SO4
nutrient_mobility,mobility_classifications_s_so4_transport,bidirectional,string,Transport classification for S-SO4
nutrient_mobility,remobilization_efficiency_s_so4,0.4,dimensionless,Remobilization efficiency for S-SO4
nutrient_mobility,deficiency_mobility_s_so4,high,string,Deficiency mobility for S-SO4
nutrient_mobility,retranslocation_rate_s_so4,0.015,g_g_day,Retranslocation rate for S-SO4
nutrient_mobility,xylem_transport_rates_s_so4,0.07,g_g_day,Xylem transport rate for S-SO4
nutrient_mobility,mobility_classifications_fe_mobility,immobile,string,Mobility classification for Fe
nutrient_mobility,mobility_classifications_fe_transport,xylem_only,string,Transport classification for Fe
nutrient_mobility,remobilization_efficiency_fe,0.2,dimensionless,Remobilization efficiency for Fe
nutrient_mobility,deficiency_mobility_fe,very_low,string,Deficiency mobility for Fe
nutrient_mobility,retranslocation_rate_fe,0.005,g_g_day,Retranslocation rate for Fe
nutrient_mobility,xylem_transport_rates_fe,0.03,g_g_day,Xylem transport rate for Fe
nutrient_mobility,mobility_classifications_mn_mobility,immobile,string,Mobility classification for Mn
nutrient_mobility,mobility_classifications_mn_transport,xylem_only,string,Transport classification for Mn
nutrient_mobility,remobilization_efficiency_mn,0.15,dimensionless,Remobilization efficiency for Mn
nutrient_mobility,deficiency_mobility_mn,very_low,string,Deficiency mobility for Mn
nutrient_mobility,retranslocation_rate_mn,0.003,g_g_day,Retranslocation rate for Mn
nutrient_mobility,xylem_transport_rates_mn,0.025,g_g_day,Xylem transport rate for Mn
nutrient_mobility,mobility_classifications_zn_mobility,immobile,string,Mobility classification for Zn
nutrient_mobility,mobility_classifications_zn_transport,xylem_only,string,Transport classification for Zn
nutrient_mobility,remobilization_efficiency_zn,0.3,dimensionless,Remobilization efficiency for Zn
nutrient_mobility,deficiency_mobility_zn,very_low,string,Deficiency mobility for Zn
nutrient_mobility,retranslocation_rate_zn,0.008,g_g_day,Retranslocation rate for Zn
nutrient_mobility,xylem_transport_rates_zn,0.04,g_g_day,Xylem transport rate for Zn
nutrient_mobility,mobility_classifications_cu_mobility,immobile,string,Mobility classification for Cu
nutrient_mobility,mobility_classifications_cu_transport,xylem_only,string,Transport classification for Cu
nutrient_mobility,remobilization_efficiency_cu,0.25,dimensionless,Remobilization efficiency for Cu
nutrient_mobility,deficiency_mobility_cu,very_low,string,Deficiency mobility for Cu
nutrient_mobility,retranslocation_rate_cu,0.006,g_g_day,Retranslocation rate for Cu
nutrient_mobility,xylem_transport_rates_cu,0.035,g_g_day,Xylem transport rate for Cu
nutrient_mobility,mobility_classifications_b_mobility,immobile,string,Mobility classification for B
nutrient_mobility,mobility_classifications_b_transport,xylem_only,string,Transport classification for B
nutrient_mobility,remobilization_efficiency_b,0.1,dimensionless,Remobilization efficiency for B
nutrient_mobility,deficiency_mobility_b,very_low,string,Deficiency mobility for B
nutrient_mobility,retranslocation_rate_b,0.002,g_g_day,Retranslocation rate for B
nutrient_mobility,xylem_transport_rates_b,0.02,g_g_day,Xylem transport rate for B
nutrient_mobility,mobility_classifications_mo_mobility,moderately_mobile,string,Mobility classification for Mo
nutrient_mobility,mobility_classifications_mo_transport,bidirectional,string,Transport classification for Mo
nutrient_mobility,remobilization_efficiency_mo,0.6,dimensionless,Remobilization efficiency for Mo
nutrient_mobility,deficiency_mobility_mo,high,string,Deficiency mobility for Mo
nutrient_mobility,retranslocation_rate_mo,0.01,g_g_day,Retranslocation rate for Mo
nutrient_mobility,xylem_transport_rates_mo,0.05,g_g_day,Xylem transport rate for Mo
nutrient_system,transport_mechanism,bidirectional,string,Transport mechanism type
nutrient_system,initial_organ_name,leaves,string,Initial organ name for nutrient pools
nutrient_system,initial_nutrient_name,nitrogen,string,Initial nutrient name for nutrient pools

# pH Buffer System Parameters
ph_system,buffer_system,phosphate,string,pH buffer system type
ph_system,initial_temperature,20.0,°C,Initial temperature for pH calculations

# Leaf Development Parameters
leaf_development,initial_leaf_stage,emerging,string,Initial leaf development stage
leaf_development,initial_leaf_angle_distribution,planophile,string,Initial leaf angle distribution
leaf_development,initial_ppfd_above_canopy,200.0,umol_m2_s,Initial PPFD above canopy
leaf_development,initial_direct_beam_fraction,0.7,dimensionless,Initial direct beam fraction
leaf_development,initial_diffuse_fraction,0.3,dimensionless,Initial diffuse fraction
leaf_development,initial_solar_zenith_angle,30.0,degrees,Initial solar zenith angle
leaf_development,initial_solar_azimuth_angle,180.0,degrees,Initial solar azimuth angle

# Senescence Parameters
senescence,initial_senescence_type,age_based,string,Initial senescence type
senescence,initial_senescence_stage,healthy,string,Initial senescence stage

# Root System Initial Parameters
root_system,initial_total_root_length,10.0,cm,Initial total root length
root_system,initial_total_root_surface_area,5.0,cm2,Initial total root surface area
# Removed duplicate initial_total_root_biomass - should use initial_root_biomass from initial_state category
root_system,initial_total_root_volume,2.0,cm3,Initial total root volume
root_system,initial_root_length_density,5.0,cm_cm3,Initial root length density
root_system,initial_root_surface_area_density,2.5,cm2_cm3,Initial root surface area density
# Removed static initial_specific_root_length - should be calculated dynamically by RootSystemModel
# Specific root length = total_root_length / total_root_biomass (emergent property from root architecture)
root_system,initial_average_root_activity,1.0,dimensionless,Initial average root activity
root_system,initial_fine_root_length,6.0,cm,Initial fine root length
root_system,initial_medium_root_length,3.0,cm,Initial medium root length
root_system,initial_coarse_root_length,1.0,cm,Initial coarse root length
root_system,initial_fine_root_fraction,0.6,dimensionless,Initial fine root fraction
root_system,initial_root_age_days,0,days,Initial root age in days
root_system,initial_cumulative_growth,0.0,cm,Initial cumulative growth
root_system,initial_total_nutrient_uptake,0.0,g,Initial total nutrient uptake
root_system,initial_uptake_per_surface_area,0.0,g_cm2,Initial uptake per surface area
root_system,initial_uptake_temperature_factor,1.0,dimensionless,Initial uptake temperature factor
root_system,initial_uptake_flow_factor,1.0,dimensionless,Initial uptake flow factor
root_system,initial_effective_root_surface_area,5.0,cm2,Initial effective root surface area
root_system,initial_total_uptake_g_per_day,0.0,g_day,Initial total uptake per day
root_system,initial_nitrogen_uptake_g_per_day,0.0,g_day,Initial nitrogen uptake per day

# Model State Parameters
model_state,initial_model_state,initialized,string,Initial model state

# Initial Nutrient Concentrations
nutrient_concentrations,initial_no3_conc,50.0,mg_L,Initial NO3 concentration
nutrient_concentrations,initial_nh4_conc,5.0,mg_L,Initial NH4 concentration
nutrient_concentrations,initial_po4_conc,50.0,mg_L,Initial PO4 concentration
nutrient_concentrations,initial_k_conc,200.0,mg_L,Initial K concentration
nutrient_concentrations,initial_ca_conc,150.0,mg_L,Initial Ca concentration
nutrient_concentrations,initial_mg_conc,50.0,mg_L,Initial Mg concentration
nutrient_concentrations,initial_s_conc,50.0,mg_L,Initial S concentration
nutrient_concentrations,initial_fe_conc,5.0,mg_L,Initial Fe concentration
nutrient_concentrations,initial_mn_conc,2.0,mg_L,Initial Mn concentration
nutrient_concentrations,initial_zn_conc,0.5,mg_L,Initial Zn concentration
nutrient_concentrations,initial_cu_conc,0.1,mg_L,Initial Cu concentration
nutrient_concentrations,initial_b_conc,0.5,mg_L,Initial B concentration
nutrient_concentrations,initial_mo_conc,0.05,mg_L,Initial Mo concentration
nutrient_concentrations,initial_so4_conc,50.0,mg_L,Initial SO4 concentration

# Simulation Parameters
simulation,simulation_days,35,days,Number of days to simulate
simulation,representative_hour,12,hours,Representative hour for simulation
simulation,dt_hours,1.0,hours,Time step in hours
simulation,ambient_co2,400.0,ppm,Ambient CO2 concentration
simulation,photoperiod_hours,16,hours,Photoperiod hours per day

# Removed duplicate thermal_requirements section - consolidated into phenology_parameters
# phenology_parameters section contains authoritative thermal requirements with scientific references

# Initial Nutrient Uptake Parameters
nutrient_uptake,initial_no3_uptake,0.5,mg_per_day,Initial NO3 uptake rate
nutrient_uptake,initial_nh4_uptake,0.3,mg_per_day,Initial NH4 uptake rate
nutrient_uptake,initial_po4_uptake,0.2,mg_per_day,Initial PO4 uptake rate
nutrient_uptake,initial_k_uptake,1.0,mg_per_day,Initial K uptake rate
nutrient_uptake,initial_ca_uptake,0.8,mg_per_day,Initial Ca uptake rate
nutrient_uptake,initial_mg_uptake,0.4,mg_per_day,Initial Mg uptake rate
nutrient_uptake,initial_s_uptake,0.3,mg_per_day,Initial S uptake rate
nutrient_uptake,initial_fe_uptake,0.05,mg_per_day,Initial Fe uptake rate
nutrient_uptake,initial_mn_uptake,0.02,mg_per_day,Initial Mn uptake rate
nutrient_uptake,initial_zn_uptake,0.01,mg_per_day,Initial Zn uptake rate
nutrient_uptake,initial_cu_uptake,0.005,mg_per_day,Initial Cu uptake rate
nutrient_uptake,initial_b_uptake,0.01,mg_per_day,Initial B uptake rate
nutrient_uptake,initial_mo_uptake,0.002,mg_per_day,Initial Mo uptake rate

# Additional Initial Nutrient Concentration Parameters
nutrient_concentrations,initial_p_po4_conc,30.0,mg_L,Initial P-PO4 concentration

# Initial System Parameters
# Removed static initial_ec - should be calculated dynamically by NutrientModel
# from initial nutrient concentrations using _calculate_ec_from_concentrations()

# Light and PAR Parameters
light,solar_to_par_conversion,0.47,fraction,Solar radiation to PAR conversion factor

# EC and Nutrient Parameters
nutrient,ec_factor,1.0,factor,EC factor for nutrient calculations

# Canopy and Light Parameters
# Removed static sunlit_fraction - should be calculated dynamically by CanopyArchitectureModel
# based on LAI, canopy height, solar angle, and extinction coefficients

# Removed static tissue nitrogen content parameters - should be calculated dynamically by NitrogenBalanceModel
# based on nitrogen uptake, allocation, growth rates, and remobilization processes

# Growth Parameters
growth,new_growth_fraction,0.8,fraction,Fraction of new growth

# Removed duplicate biochemical composition parameters - use respiration_parameters section instead
# Note: growth_minerals_fraction (0.10) moved to respiration_parameters as mineral_fraction

# Root Parameters
# Removed static root_specific_area - should be calculated dynamically by RootSystemModel
# Specific root area = total_root_surface_area / total_root_biomass (calculated from root architecture)

# System Volume Parameters
system,tank_volume_L,10.0,L,Nutrient solution tank volume

# Plant Count Parameters
system,plant_count,1,count,Number of plants in the system

# EC Parameters
nutrient,optimal_ec,1.2,mS_cm,Optimal electrical conductivity

# Nutrient Demand Parameters
# Removed static nutrient demand parameters - demands should be calculated dynamically from growth models
# based on organ growth rates and target tissue concentrations, not provided as fixed CSV values

# Transport Efficiency Parameters
transport,n_transport_efficiency,0.8,fraction,Nitrogen transport efficiency
transport,p_transport_efficiency,0.6,fraction,Phosphorus transport efficiency
transport,k_transport_efficiency,0.7,fraction,Potassium transport efficiency

# Stress Parameters
stress,stress_threshold,0.5,fraction,Stress threshold for limiting stress types

# Leaf Development Parameters
leaf,new_leaf_cohort_interval,5,days,Interval for creating new leaf cohorts
leaf,max_leaf_area,0.1,m2,Maximum leaf area per leaf

# Plant Spacing Parameters
plant,row_spacing,0.05,m,Spacing between rows of plants
plant,column_spacing,0.05,m,Spacing between plants within a row

# Plant Scale Parameters
plant,photosynthesis_scaling_factor,0.16,dimensionless,Scaling factor to convert photosynthesis model output to realistic plant biomass
plant,min_biomass_for_full_photosynthesis,0.1,g,Minimum biomass required for full photosynthetic capacity

# Solar and Light Parameters
solar,solar_angle,45,degrees,Solar angle for canopy calculations

# Thermal Equilibrium Parameters
# Removed static thermal equilibrium parameters - should be calculated dynamically by RootZoneTemperatureModel
# based on thermal dynamics including air temperature, solution temperature, pump heat, root respiration, and ambient exchange

# Nutrient Concentration Parameters
nutrients,n_concentration_per_biomass,30.0,mg_per_g,Nitrogen content per gram new biomass (3%)
nutrients,p_concentration_per_biomass,5.0,mg_per_g,Phosphorus content per gram new biomass (0.5%)
nutrients,k_concentration_per_biomass,20.0,mg_per_g,Potassium content per gram new biomass (2%)

# Minimum Biomass Parameters
biomass,min_leaf_biomass,0.01,g,Minimum leaf biomass for photosynthesis
biomass,min_stem_biomass,0.005,g,Minimum stem biomass for structure
biomass,min_root_biomass,0.01,g,Minimum root biomass for uptake
biomass,stem_biomass_fraction,0.3,dimensionless,Fraction of total biomass allocated to stem

# Stress Effect Parameters
stress,stress_effect_type,multiplicative,type,Type of stress effect application
stress,photosynthesis_stress_sensitivity,1.0,dimensionless,Sensitivity of photosynthesis to overall stress
stress,respiration_stress_sensitivity,0.5,dimensionless,Sensitivity of respiration to temperature stress

# Minimum Tissue Nutrient Concentrations (for plant survival)
nutrients,min_tissue_n_concentration,25.0,mg_per_g,Minimum nitrogen concentration in plant tissue
nutrients,min_tissue_p_concentration,3.0,mg_per_g,Minimum phosphorus concentration in plant tissue
nutrients,min_tissue_k_concentration,35.0,mg_per_g,Minimum potassium concentration in plant tissue

# Stress Threshold Recalibration
stress,temperature_stress_threshold_low,18.0,°C,Temperature below which stress begins
stress,temperature_stress_threshold_high,22.0,°C,Temperature above which stress begins
stress,light_stress_threshold_low,150.0,umol_per_m2_per_s,Light intensity below which stress begins
stress,light_stress_threshold_high,1200.0,umol_per_m2_per_s,Light intensity above which stress begins

light,diffuse_fraction,0.3,fraction,Diffuse light fraction

# Minimum Root Allocation for Biological Realism
allocation_parameters,min_root_allocation_fraction,0.15,dimensionless,Minimum root allocation fraction to maintain biological realism

# Missing Parameters for Hardcoded Value Replacement
photosynthesis_parameters,photosynthesis_temp_factor,0.8,dimensionless,Temperature factor for photosynthesis efficiency
water_parameters,hydraulic_conductance,0.5,L_per_day_per_MPa,Plant hydraulic conductance
stress_parameters,minimum_temperature_stress,0.0,dimensionless,Minimum baseline temperature stress
stress_parameters,minimum_light_stress,0.0,dimensionless,Minimum baseline light stress
